fase,turma,instituicao_ensino_aluno,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,ponto_virada,ipv,ian,nivel_ideal,defasagem,sexo,corraca
0.0,P,Escola Pública,Veterano,Ágata,6.675,8.5,5.0,7.5,5.9,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 1 (4o ano),-1.0,F,B
0.0,Q,Escola Pública,Ingressante,Topázio,8.665,9.5,10.0,7.5,7.3,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.7,10.0,ALFA  (2o e 3o ano),0.0,F,R
0.0,J,Escola Pública,Veterano,Topázio,8.263,10.0,10.0,7.5,7.1,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.3,5.0,Nível 1 (4o ano),-1.0,F,B
6.0,A,Escola Pública,Veterano,Ametista,7.294,7.9,8.1,5.6,7.2,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.9,5.0,Nível 7 (3o EM),-1.0,F,B
2.0,I,Escola Pública,Veterano,Ágata,6.197,9.5,4.6,7.5,4.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
3.0,F,Escola Pública,Veterano,Ametista,7.106,9.2,6.7,7.5,6.3,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.9,5.0,Nível 4 (9o ano),-1.0,M,B
2.0,I,Escola Pública,Veterano,Ametista,7.213,10.0,6.3,7.5,6.9,7.7,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
2.0,C,Escola Pública,Veterano,Ágata,6.814,9.5,7.1,7.5,5.4,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,2.5,Nível 5 (1o EM),-3.0,M,B
1.0,E,Escola Pública,Veterano,Ametista,7.286,9.0,9.2,7.5,5.1,8.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
1.0,R,Escola Pública,Ingressante,Ametista,7.449,8.5,8.3,7.5,5.8,8.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
2.0,B,Rede Decisão,Veterano,Topázio,8.713,9.5,9.2,7.5,8.3,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.4,10.0,Nível 2 (5o e 6o ano),0.0,M,R
2.0,R,Escola Pública,Veterano,Quartzo,5.129,0.0,6.3,6.9,2.6,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
2.0,G,Escola Pública,Veterano,Ametista,6.911,8.5,6.3,7.5,4.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.1,10.0,Nível 2 (5o e 6o ano),0.0,M,B
3.0,R,Escola Pública,Ingressante,Quartzo,5.494,8.8,4.7,7.5,3.3,7.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.3,5.0,Nível 4 (9o ano),-1.0,M,B
2.0,I,Escola Pública,Veterano,Quartzo,5.029,9.5,3.8,5.6,2.5,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.5,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
1.0,M,Escola Pública,Ingressante,Topázio,8.271,10.0,10.0,7.5,6.9,8.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.2,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
2.0,M,Escola Pública,Veterano,Quartzo,2.767,0.0,0.4,7.5,0.0,7.5,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,3.4,5.0,Nível 3 (7o e 8o ano),-1.0,M,B
0.0,M,Escola Pública,Ingressante,Ágata,5.981,8.4,4.2,7.5,3.4,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.7,10.0,ALFA  (2o e 3o ano),0.0,M,B
4.0,E,Escola Pública,Ingressante,Ágata,5.686,6.7,3.9,7.5,5.8,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.4,5.0,Nível 5 (1o EM),-1.0,M,R
5.0,F,Rede Decisão,Ingressante,Ágata,5.690,8.3,4.4,5.0,5.8,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.3,5.0,Nível 6 (2o EM),-1.0,F,B
5.0,L,Rede Decisão,Veterano,Ametista,7.765,7.9,6.4,7.5,8.0,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.7,10.0,Nível 5 (1o EM),0.0,M,R
3.0,L,Rede Decisão,Veterano,Ametista,6.890,8.8,6.4,6.3,4.4,7.7,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.3,10.0,Nível 3 (7o e 8o ano),0.0,M,B
0.0,N,Escola Pública,Ingressante,Quartzo,5.113,9.0,5.0,0.0,3.6,2.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,10.0,ALFA  (2o e 3o ano),0.0,F,R
2.0,N,Escola Pública,Veterano,Ametista,7.431,9.0,7.1,7.5,6.9,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
3.0,J,Rede Decisão,Veterano,Ametista,8.042,9.2,7.8,6.3,8.1,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.9,10.0,Nível 3 (7o e 8o ano),0.0,M,N
3.0,A,Rede Decisão,Veterano,Ametista,8.085,9.2,8.1,8.8,7.6,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.2,5.0,Nível 4 (9o ano),-1.0,F,B
0.0,P,Escola Pública,Veterano,Ágata,6.421,9.0,5.8,7.5,4.2,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.6,5.0,Nível 2 (5o e 6o ano),-2.0,F,P
5.0,B,Escola Pública,Ingressante,Ametista,7.002,8.8,4.4,7.5,6.2,8.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.3,10.0,Nível 5 (1o EM),0.0,M,R
3.0,G,Escola Pública,Ingressante,Ametista,7.360,7.5,6.1,7.5,6.8,7.7,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.5,10.0,Nível 3 (7o e 8o ano),0.0,F,B
1.0,J,Escola Pública,Veterano,Ametista,8.061,10.0,8.8,5.0,6.4,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,10.0,Nível 1 (4o ano),0.0,M,P
2.0,G,Rede Decisão,Veterano,Topázio,9.107,9.0,8.8,8.8,9.3,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.4,10.0,Nível 2 (5o e 6o ano),0.0,F,R
4.0,E,Escola Pública,Veterano,Topázio,8.675,8.8,8.9,7.5,7.4,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Sim,9.3,10.0,Nível 4 (9o ano),0.0,M,P
0.0,Q,Escola Pública,Ingressante,Ametista,7.985,10.0,10.0,7.5,6.4,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-2.0,F,B
4.0,G,Escola Pública,Veterano,Ágata,6.508,6.3,5.0,7.5,7.6,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,6.8,5.0,Nível 5 (1o EM),-1.0,F,R
4.0,E,Escola Pública,Veterano,Quartzo,4.785,8.3,2.5,7.5,0.8,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.1,10.0,Nível 3 (7o e 8o ano),1.0,M,R
4.0,G,Rede Decisão,Veterano,Ágata,6.872,7.1,4.7,6.9,6.8,7.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.0,10.0,Nível 4 (9o ano),0.0,F,R
3.0,A,Escola Pública,Veterano,Quartzo,5.421,7.9,5.3,7.5,2.9,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.1,5.0,Nível 4 (9o ano),-1.0,F,B
2.0,K,Escola Pública,Veterano,Ametista,6.983,8.5,5.4,7.5,6.5,8.3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,M,B
0.0,P,Escola Pública,Veterano,Ametista,7.360,8.0,5.8,7.5,6.8,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,10.0,ALFA  (2o e 3o ano),0.0,M,B
1.0,F,Escola Pública,Ingressante,Ágata,6.546,7.5,7.1,7.5,3.2,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.5,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
5.0,A,Escola Pública,Ingressante,Ametista,7.440,9.2,7.5,7.5,6.5,7.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.4,5.0,Nível 6 (2o EM),-1.0,M,R
3.0,G,Rede Decisão,Veterano,Ametista,8.065,8.3,9.2,6.3,8.4,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 5 (1o EM),-2.0,M,P
3.0,B,Escola Pública,Ingressante,Topázio,8.401,9.6,7.2,7.5,8.5,7.7,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,10.0,Nível 3 (7o e 8o ano),0.0,F,B
2.0,F,Rede Decisão,Veterano,Topázio,8.921,9.5,10.0,7.5,8.9,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
2.0,A,Escola Pública,Ingressante,Topázio,9.211,9.5,10.0,7.5,8.9,8.1,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.6,10.0,Nível 2 (5o e 6o ano),0.0,F,B
3.0,R,Escola Pública,Veterano,Quartzo,5.424,7.9,4.2,7.5,3.9,6.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.4,5.0,Nível 5 (1o EM),-2.0,M,P
2.0,D,Escola Pública,Veterano,Quartzo,5.500,8.0,3.8,7.5,4.3,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.8,2.5,Nível 5 (1o EM),-3.0,M,R
3.0,M,Escola Pública,Veterano,Quartzo,5.450,8.8,3.1,7.5,3.3,6.7,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,4.4,10.0,Nível 3 (7o e 8o ano),0.0,F,R
2.0,K,Escola Pública,Veterano,Ágata,6.118,7.5,4.6,7.5,3.6,8.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
2.0,G,Rede Decisão,Ingressante,Topázio,8.533,9.5,9.2,8.8,7.9,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.7,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
5.0,F,Escola Pública,Veterano,Quartzo,5.341,7.1,6.1,5.0,3.3,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.1,5.0,Nível 7 (3o EM),-2.0,F,R
4.0,A,Rede Decisão,Veterano,Topázio,8.650,10.0,8.3,7.5,7.5,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.3,10.0,Nível 4 (9o ano),0.0,M,B
2.0,I,Escola Pública,Veterano,Quartzo,5.531,6.3,5.8,5.0,4.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.8,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
1.0,E,Escola Pública,Veterano,Ágata,6.506,8.0,7.9,7.5,3.9,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.8,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
3.0,L,Rede Decisão,Veterano,Ametista,7.211,7.9,7.5,6.3,8.2,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.1,2.5,Nível 6 (2o EM),-3.0,,
4.0,E,Escola Pública,Veterano,Ágata,5.943,8.3,6.7,7.5,2.3,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.2,10.0,Nível 4 (9o ano),0.0,F,R
2.0,R,Escola Pública,Veterano,Quartzo,2.468,0.0,0.4,6.3,0.0,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.1,2.5,Nível 6 (2o EM),-4.0,F,R
3.0,R,Escola Pública,Ingressante,Ametista,7.250,9.2,7.5,7.5,6.5,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.7,5.0,Nível 4 (9o ano),-1.0,M,B
0.0,Q,Escola Pública,Ingressante,Topázio,9.046,9.5,10.0,7.5,7.9,8.8,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.4,10.0,ALFA  (2o e 3o ano),0.0,M,R
0.0,K,Escola Pública,Veterano,Ametista,7.133,8.5,6.7,7.5,6.6,8.8,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Não,7.5,5.0,Nível 1 (4o ano),-1.0,M,B
1.0,J,Escola Pública,Ingressante,Ametista,6.993,8.5,5.8,7.5,5.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.9,10.0,Nível 1 (4o ano),0.0,F,B
1.0,E,Escola Pública,Veterano,Topázio,9.176,10.0,10.0,5.0,9.1,9.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.8,10.0,Nível 1 (4o ano),0.0,M,R
1.0,G,Escola Pública,Ingressante,Quartzo,4.769,10.0,2.5,7.5,0.0,7.2,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.5,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
2.0,B,Rede Decisão,Veterano,Ametista,7.196,8.0,8.3,7.5,6.3,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
0.0,Q,Escola Pública,Ingressante,Ametista,8.075,10.0,10.0,7.5,7.1,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-2.0,F,B
2.0,F,Escola Pública,Veterano,Ametista,7.275,9.0,7.5,7.5,3.9,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.8,10.0,Nível 2 (5o e 6o ano),0.0,M,B
2.0,E,Escola Pública,Veterano,Ágata,6.231,7.9,5.0,7.5,4.4,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.6,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
2.0,C,Escola Pública,Veterano,Ametista,7.549,9.0,7.5,7.5,7.6,7.9,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.2,2.5,Nível 5 (1o EM),-3.0,F,R
0.0,O,Escola Pública,Ingressante,Ametista,6.958,8.0,6.7,7.5,4.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.3,10.0,ALFA  (2o e 3o ano),0.0,F,R
5.0,B,Rede Decisão,Veterano,Ametista,8.073,8.8,6.1,7.5,8.2,8.6,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.7,10.0,Nível 5 (1o EM),0.0,F,R
0.0,T,Escola Pública,Ingressante,Topázio,8.758,9.5,10.0,7.5,6.6,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),0.0,F,R
2.0,N,Rede Decisão,Veterano,Ametista,7.207,8.5,7.1,7.5,3.9,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.1,10.0,Nível 2 (5o e 6o ano),0.0,M,R
1.0,M,Escola Pública,Veterano,Ametista,7.760,9.0,10.0,7.5,4.9,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.1,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
3.0,M,Escola JP II,Veterano,Quartzo,4.286,7.9,2.8,6.3,1.2,6.3,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,4.8,5.0,Nível 4 (9o ano),-1.0,M,B
2.0,L,Escola Pública,Veterano,Quartzo,4.186,0.0,2.5,7.5,1.0,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
0.0,S,Escola Pública,Ingressante,Ágata,6.733,9.0,5.0,7.5,6.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.2,5.0,Nível 1 (4o ano),-1.0,F,B
5.0,L,Rede Decisão,Veterano,Ametista,7.482,9.2,7.5,7.5,7.3,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não,7.7,5.0,Nível 6 (2o EM),-1.0,M,R
3.0,F,Escola Pública,Veterano,Ágata,6.418,10.0,3.9,7.5,3.6,7.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 3 (7o e 8o ano),0.0,M,R
5.0,B,Rede Decisão,Veterano,Topázio,8.506,10.0,7.8,7.5,7.9,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.8,10.0,Nível 4 (9o ano),1.0,F,R
1.0,M,Escola Pública,Veterano,Ametista,7.351,9.5,10.0,7.5,3.6,7.7,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-2.0,M,B
0.0,K,Escola Pública,Ingressante,Ágata,5.825,8.5,8.3,4.4,4.4,2.5,Mantido na Fase atual,Alocado em Fase anterior,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,F,B
3.0,H,Escola Pública,Ingressante,Quartzo,5.506,6.7,3.1,6.9,5.8,7.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 4 (9o ano),-1.0,F,B
2.0,M,Escola Pública,Veterano,Quartzo,4.335,0.0,5.4,5.6,1.6,7.8,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,5.4,5.0,Nível 3 (7o e 8o ano),-1.0,M,B
6.0,A,Rede Decisão,Veterano,Ágata,6.315,7.5,7.2,2.5,5.3,7.7,Alocado em Fase anterior,Promovido de Fase,Não avaliado,Mantido na Fase atual,Não,5.2,10.0,Nível 6 (2o EM),0.0,M,B
0.0,K,Escola Pública,Veterano,Ágata,6.598,9.0,8.3,4.4,6.6,5.3,Mantido na Fase atual,Alocado em Fase anterior,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,F,R
6.0,C,Escola Pública,Ingressante,Ágata,6.644,7.1,7.2,5.6,7.3,6.9,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Promovido de Fase,Não,6.5,5.0,Nível 7 (3o EM),-1.0,M,R
3.0,A,Escola Pública,Ingressante,Ágata,5.683,8.8,4.4,4.4,4.5,6.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,4.9,10.0,Nível 3 (7o e 8o ano),0.0,M,B
2.0,M,Escola Pública,Veterano,Ágata,6.850,8.5,7.9,7.5,4.9,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
2.0,R,Escola Pública,Veterano,Ametista,7.444,7.5,8.3,8.1,4.6,7.9,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.6,10.0,Nível 2 (5o e 6o ano),0.0,M,P
3.0,B,Rede Decisão,Veterano,Ametista,8.151,9.2,7.5,7.5,6.6,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.3,10.0,Nível 3 (7o e 8o ano),0.0,F,R
1.0,G,Escola Pública,Veterano,Ametista,7.713,9.5,9.6,7.5,4.8,8.1,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.2,5.0,Nível 2 (5o e 6o ano),-1.0,M,P
2.0,L,Escola Pública,Veterano,Ágata,6.243,8.0,7.1,7.5,2.8,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.1,5.0,Nível 4 (9o ano),-2.0,M,B
2.0,A,Escola Pública,Veterano,Topázio,8.586,9.5,10.0,7.5,6.2,7.7,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Sim,9.4,10.0,Nível 2 (5o e 6o ano),0.0,F,B
3.0,C,Escola Pública,Veterano,Ametista,7.069,8.8,5.0,7.5,7.2,8.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.4,5.0,Nível 5 (1o EM),-2.0,M,B
3.0,J,Escola Pública,Veterano,Ametista,7.724,9.2,8.3,7.5,7.7,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,7.9,5.0,Nível 5 (1o EM),-2.0,M,B
1.0,J,Escola Pública,Veterano,Ametista,7.990,9.0,9.6,7.5,6.5,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Sim,9.1,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
0.0,T,Escola Pública,Ingressante,Topázio,8.396,9.5,10.0,7.5,7.3,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,5.0,Nível 1 (4o ano),-1.0,M,R
1.0,A,Rede Decisão,Veterano,Topázio,8.846,8.5,10.0,7.5,8.4,7.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,10.0,Nível 1 (4o ano),0.0,F,P
1.0,E,Escola Pública,Ingressante,Quartzo,4.088,0.0,2.1,8.1,1.7,6.9,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,6.7,5.0,Nível 3 (7o e 8o ano),-2.0,M,B
0.0,Q,Escola Pública,Ingressante,Ametista,8.081,9.0,8.3,7.5,7.0,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.9,10.0,ALFA  (2o e 3o ano),0.0,F,B
0.0,P,Escola Pública,Ingressante,Ágata,6.258,8.5,6.7,7.5,2.9,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,5.0,Nível 2 (5o e 6o ano),-2.0,F,B
3.0,L,Rede Decisão,Veterano,Quartzo,4.451,6.7,2.2,5.0,2.9,5.2,Alocado em Fase anterior,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,3.7,10.0,Nível 3 (7o e 8o ano),0.0,M,R
1.0,J,Escola Pública,Veterano,Ágata,5.864,10.0,5.8,7.5,1.5,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-2.0,F,P
5.0,L,Rede Decisão,Veterano,Ágata,6.192,7.1,6.7,6.9,2.7,7.2,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,6.1,10.0,Nível 5 (1o EM),0.0,F,B
0.0,O,Escola Pública,Ingressante,Ametista,8.069,8.0,10.0,7.5,7.1,8.4,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.8,5.0,Nível 2 (5o e 6o ano),-2.0,M,R
2.0,M,Escola Pública,Veterano,Ágata,6.379,7.4,7.5,7.5,1.9,8.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.5,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
0.0,J,Escola Pública,Ingressante,Ametista,7.083,9.0,6.7,7.5,6.7,5.6,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não avaliado,Não,8.5,5.0,Nível 1 (4o ano),-1.0,M,B
5.0,B,Escola Pública,Ingressante,Quartzo,4.511,7.9,3.9,0.0,2.1,7.5,Promovido de Fase,Alocado em Fase anterior,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,6.4,5.0,Nível 7 (3o EM),-2.0,F,B
1.0,J,Escola Pública,Ingressante,Ametista,7.772,10.0,8.3,7.5,3.9,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.8,10.0,Nível 1 (4o ano),0.0,F,R
0.0,Q,Escola Pública,Veterano,Topázio,8.544,9.5,10.0,7.5,7.1,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,10.0,ALFA  (2o e 3o ano),0.0,M,B
2.0,D,Escola Pública,Veterano,Ametista,7.933,8.5,8.3,7.5,8.3,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
3.0,R,Escola Pública,Veterano,Ágata,6.058,10.0,5.3,7.5,2.3,7.2,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Não,5.4,10.0,Nível 3 (7o e 8o ano),0.0,M,R
1.0,G,Escola Pública,Veterano,Ametista,7.411,7.0,9.6,5.6,6.9,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.6,5.0,Nível 3 (7o e 8o ano),-2.0,M,R
3.0,M,Escola Pública,Veterano,Quartzo,5.135,7.9,3.3,6.9,4.3,6.7,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,4.8,5.0,Nível 4 (9o ano),-1.0,M,R
2.0,D,Escola Pública,Veterano,Ametista,8.092,8.0,7.1,7.5,7.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,10.0,Nível 2 (5o e 6o ano),0.0,M,R
